country,Act.and.or.practice,Coverage,Timeframe,References,cluster,Region,Cov.Name,name,policy.description
Singapore,Personal Data Protection Act 2012,Cross-cutting,Since July 2012 last amended on 1 February 2021,https://sso.agc.gov.sg/Act/PDPA2012,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Data Protection Impact Assessment or Data Protection Officer requirements
Singapore,Guide To Data Protection Impact Assessments,Cross-cutting,November 2017 last amended September 2021,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Other-Guides/DPIA/Guide-to-Data-Protection-Impact-Assessments-14-Sep-2021.pdf,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Data Protection Impact Assessment or Data Protection Officer requirements
Malaysia,Personal Data Protection Act (Act 709) 2010,Cross-cutting,"Since November 2013, last amended in 2024",https://mohre.um.edu.my/img/files/Personal%20Data%20Protection%20(PDPA)%20Act%202010.pdf,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Data Protection Impact Assessment or Data Protection Officer requirements
Malaysia,Criminal Procedure Code (Act 593) 2018,Cross-cutting,"Since July 1936, last amended in March 2017",https://cyrilla.org/api/files/1568727997327dm3cpb84eaw.pdf,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Malaysia,Security Offences (Special Measures) Act (Act 747) 2012,Cross-cutting,"Since June 2012, last amended in June 2015",https://cyrilla.org/api/files/1568729125117t97ha9lu92p.pdf,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Australia,Surveillance Legislation Amendment (Identify And Disrupt) Act 2021,Cross-cutting,Since September 2021,https://www.legislation.gov.au/Details/C2021A00098,Digital governance policies,Pacific,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Australia,Telecommunications (Interception And Access) Act 1979,Telecommunications services,"Since October 1979, last amended in October 2024",https://www.legislation.gov.au/C2004A02124/,Digital governance policies,Pacific,Sectoral,Domestic data protection & privacy,Requirements to allow government access to personal data
Australia,Telecommunications Regulations 2021,Telecommunications services,"Since March 2021, last amended in October 2024",https://www.legislation.gov.au/Details/C2023C00106,Digital governance policies,Pacific,Sectoral,Domestic data protection & privacy,Requirements to allow government access to personal data
Australia,Australian Security Intelligence Organisation Act 1979,Cross-cutting,"Since October 1979, last amended in October 2024",https://www.legislation.gov.au/C2004A02123,Digital governance policies,Pacific,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Malaysia,Personal Data Protection Act (Act 709) 2010,Cross-cutting,"Since November 2013, last amended in 2024",https://mohre.um.edu.my/img/files/Personal%20Data%20Protection%20(PDPA)%20Act%202010.pdf,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Australia,Telecommunications Act 1997,Telecommunications services,"Since April 1997, last amended in October 2024",https://www.legislation.gov.au/F2021L00289,Digital governance policies,Pacific,Sectoral,Domestic data protection & privacy,Requirements to allow government access to personal data
Malaysia,Cyber Security Act (Act 854) 2024,Cross-cutting,Since June 2024,https://lokekinggoh.com/layout2/wp-content/uploads/2024/06/Act-854.pdf,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Australia,Telecommunications Legislation Amendment (International Production Orders) Act 2021,Telecommunications services,Since July 2021,https://www.legislation.gov.au/Details/C2021A00078,Digital governance policies,Pacific,Sectoral,Domestic data protection & privacy,Requirements to allow government access to personal data
Australia,Telecommunications And Other Legislation Amendment (Assistance And Access) Act 2018,Telecommunications services,"Since December 2018, last amended in September 2021",https://www.legislation.gov.au/Details/C2021C00496,Digital governance policies,Pacific,Sectoral,Domestic data protection & privacy,Requirements to allow government access to personal data
Malaysia,Personal Data Protection(Amendment) Bill (Act A1727) 2024,Cross-cutting,Since July 2024,https://f.datasrvr.com/fr1/224/81715/DR_21_BI.pdf,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Australia,Data Availability And Transparency Act 2022,Cross-cutting,"Since March 2022, last amended October 2024/Since March 2022, last amended in October 2024",https://www.legislation.gov.au/C2022A00011/latest/text,Digital governance policies,Pacific,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Malaysia,Personal Data Protection Code Of Practice For Licensees Under The Communications And Multimedia (Act 1998) Of 2017,Communications Sector,Since November 2017,https://www.pdp.gov.my/ppdpv1/en/akta/personal-data-protection-code-of-practice-for-the-communications-sector/,Digital governance policies,South-East Asia,Sectoral,Domestic data protection & privacy,Requirements to allow government access to personal data
Malaysia,Personal Data Protection Code Of Practice For Banking Sector And Financial Institutions 2017,Financial service,Since January 2017,https://www.pdp.gov.my/ppdpv1/en/akta/personal-data-protection-code-of-practice-for-banking-sector-and-financial-institutions/,Digital governance policies,South-East Asia,Sectoral,Domestic data protection & privacy,Requirements to allow government access to personal data
Singapore,Criminal Procedure Code 2010,Cross-cutting,Since January 2011 last amended in2024,https://sso.agc.gov.sg/Act/CPC2010,Digital governance policies,South-East Asia,Cross-cutting,Domestic data protection & privacy,Requirements to allow government access to personal data
Malaysia,Copyright Right Act (Act 332) 1987,Internet Service Providers,"Since October 1986, last amended in 2022",http://www.myipo.gov.my/wp-content/uploads/2016/09/PATENT-ACT-1983-ACT-291.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for copyright infringements
Australia,The Copyright Act 1968 No.54copyright Amendment (Service Providers) Bill 2017,Internet and Internet host services,"Since June 1968, last amended in October 2024",https://www.legislation.gov.au/C1968A00063,Digital governance policies,Pacific,Sectoral,Internet intermediary liability,Lack of safe harbor for copyright infringements
Malaysia,Copyright Right (Amendment) Act (Act A1645) 2022,Internet Service Providers,Since March 2022,https://www.myipo.gov.my/wp-content/uploads/2022/03/02-PATENTS-AMENDMENT-ACT-2022.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for copyright infringements
Singapore,Copyright Act 2021,Internet intermediaries,Since 2021,https://sso.agc.gov.sg/Act-Rev/CA1987/Published/20060131?DocDate=20060131&ProvIds=P1IXA-#pr193A-,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for copyright infringements
Malaysia,Copyright Right (Amendment) Act (Act A1645) 2022,Internet Service Providers,Since March 2022,https://www.myipo.gov.my/wp-content/uploads/2022/03/02-PATENTS-AMENDMENT-ACT-2022.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Singapore,Protection From Online Falsehoods And Manipulation Act 2019,Websites,Since October 2019,https://sso.agc.gov.sg/Act/POFMA2019?ProvIds=P14-#pr20-,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Singapore,Electronic Transactions Act 2010,Internet intermediaries,Since July 2010 last amended in December 2021,https://sso.agc.gov.sg/Act/ETA2010,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Malaysia,The Malaysian Communications And Multimedia Content Code 2022,Internet Service Providers,Since May 2022,https://contentforum.my/wp-content/uploads/2024/01/Content-Code-2022.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Australia,Online Safety Act 2021,Internet and Internet host services,"Since July 2021, last amended in October 2024",https://www.legislation.gov.au/C2021A00076,Digital governance policies,Pacific,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Malaysia,Copyright Right Act (Act 332) 1987,Internet Service Providers,"Since October 1986, last amended in 2022",http://www.myipo.gov.my/wp-content/uploads/2016/09/PATENT-ACT-1983-ACT-291.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Australia,Online Safety (Basic Online Safety Expectations) Determination 2022,Internet and Internet host services,Since 2022,https://www.legislation.gov.au/Details/F2022L00062,Digital governance policies,Pacific,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Singapore,Personal Data Protection Act 2012,Internet intermediaries,Since 2012 last amended on 1 February 2021,https://sso.agc.gov.sg/Act/PDPA2012?ProvIds=P16A-#pr26E-,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Australia,Criminal Code Amendment (Sharing Of Abhorrent Violent Material) Act 2019,Internet and Internet host services,Since April 2019,https://www.legislation.gov.au/Details/C2019A00038,Digital governance policies,Pacific,Sectoral,Internet intermediary liability,Lack of safe harbor for other illegal activities
Australia,Telecommunications (Service Provider — Identity Checks For Prepaid Mobile Carriage Services) Determination 2017,SIM Card,Since April 2017,https://www.legislation.gov.au/F2017L00399,Digital governance policies,Pacific,Sectoral,Internet intermediary liability,User identity requirements
Singapore,Regulatory Controls On Prepaid Sim Cards,SIM cards,Since 2005,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2022/full-sms-sender-id-registration-to-be-required-by-january-2023,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,User identity requirements
Malaysia,Guidelines On Registration Of End-Users Of Prepaidpublic Cellular Services (Mcmc/G/01/17) 2017,Sim Card,Since June 2017,https://www.mcmc.gov.my/en/faqs/prepaid-registration/what-type-of-documents-can-be-used-for-the-registr,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,User identity requirements
Australia,Criminal Code Amendment (Sharing Of Abhorrent Violent Material) Act 2019,Cross-cutting,Since April 2019,https://www.legislation.gov.au/Details/C2019A00038,Digital governance policies,Pacific,Cross-cutting,Internet intermediary liability,Monitoring requirements
Singapore,Internet Code Of Practice,Internet intermediaries,Last reviewed in September 2024,https://www.imda.gov.sg/-/media/imda/files/regulations-and-licensing/regulations/codes-of-practice/codes-of-practice-media/policiesandcontentguidelinesinternetinternecodeofpractice.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Singapore,Online Criminal Harms Act 2023,Internet intermediaries,Since February 2024,https://sso.agc.gov.sg/Act/OCHA2023,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Singapore,Broadcasting Act 1994,Social media services/Internet intermediaries,Since December 1994 amended in June 2020/Since December 1994 amended in 2023,https://sso.agc.gov.sg/Act/BA1994,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Singapore,Online Safety (Miscellaneous Amendments) Act 2022,Internet intermediaries,Since February 2023,https://sso.agc.gov.sg/Acts-Supp/38-2022/Published/20221221?DocDate=20221221,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Malaysia,Communications And Multimedia Act (Act 588) 1998,Internet Service Providers,"Since April 1999, last amended in 2005",https://cyrilla.org/fr/entity/s3x13ms7dxd?searchTerm=telegraph%20act&page=2,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Australia,Telecommunications (Interception And Access) Act 1979,Telecommunications/ Internet servicess/ Internet host services,"Since October 1979, last amended in October 2024",https://www.legislation.gov.au/C2004A02124,Digital governance policies,Pacific,Sectoral,Internet intermediary liability,Monitoring requirements
Singapore,Code Of Practice For Online Safety – Social Media Services 2023,Social media services,Since July 2023,https://www.imda.gov.sg/-/media/imda/files/regulations-and-licensing/regulations/codes-of-practice/codes-of-practice-media/code-of-practice-for-online-safety.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Australia,Telecommunications And Other Legislation Amendment (Assistance And Access) Act 2018,Telecommunications/ Internet servicess/ Internet host services,"Since December 2018, last amended in September 2021",https://www.legislation.gov.au/Details/C2021C00496,Digital governance policies,Pacific,Sectoral,Internet intermediary liability,Monitoring requirements
Singapore,Code Of Practice For E-Commerce Services,Internet intermediaries,Since June 2024,https://www.imda.gov.sg/-/media/imda/files/regulations-and-licensing/regulations/codes-of-practice/codes-of-practice-media/code-of-practice-for-online-safety.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Australia,Online Safety Act 2021,Digital platforms and internet service,"Since July 2021, last amended in October 2024",https://www.legislation.gov.au/C2021A00076,Digital governance policies,Pacific,Sectoral,Internet intermediary liability,Monitoring requirements
Singapore,Code Of Practice For Online Communication Services,Internet intermediaries,Since July 2023,https://www.police.gov.sg/Advisories/Online-Criminal-Harms-Act/Introduction-to-OCHA,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Malaysia,The Malaysian Communications And Multimedia Content Code 2022,Internet Service Providers/Internet Service Providers,Since May 2022/Since May 2022,https://www.mcmc.gov.my/skmmgovmy/files/attachments/ContentCode.pdf,Digital governance policies,South-East Asia,Sectoral,Internet intermediary liability,Monitoring requirements
Malaysia,Sedition (Amendment) Act (Act A 1485) 2015,Social media,Since 2015,https://cyrilla.org/en/entity/4stzo2dth8k/metadata?page=3,Digital governance policies,South-East Asia,Sectoral,Content access,Blocking/filtering
Singapore,Online Criminal Harms Act 2023,Internet intermediaries,Since 1 February 2024,https://sso.agc.gov.sg/Act/OCHA2023,Digital governance policies,South-East Asia,Sectoral,Content access,Blocking/filtering
Australia,Copyright Act 1968,Internet and Internet host services,"Since June 1968, as amended in October 2024",https://www.legislation.gov.au/C1968A00063,Digital governance policies,Pacific,Sectoral,Content access,Blocking/filtering
Singapore,Protection From Online Falsehoods And Manipulation Act 2019,Websites,Since 2 October 2019,https://sso.agc.gov.sg/Acts-Supp/18-2019#pr8-,Digital governance policies,South-East Asia,Sectoral,Content access,Blocking/filtering
Singapore,Broadcasting Act 1994,Internet intermediaries,"Since 1994, last amended in February 2023",https://sso.agc.gov.sg/Acts-Supp/38-2022/Published/20221221?DocDate=20221221,Digital governance policies,South-East Asia,Sectoral,Content access,Blocking/filtering
Australia,Online Safety Act 2021,Internet and Internet host services,"Since July 2021, last amended in October 2024",https://www.legislation.gov.au/C2021A00076,Digital governance policies,Pacific,Sectoral,Content access,Blocking/filtering
Malaysia,Sedition Act (Act 15) 1948,Social media,Since 1948,https://cyrilla.org/en/entity/eroxguyc5i7?page=1,Digital governance policies,South-East Asia,Sectoral,Content access,Blocking/filtering
Malaysia,The Malaysian Communications And Multimedia Content Code 2022,Internet Service Providers,Since May 2022,https://www.mcmc.gov.my/skmmgovmy/files/attachments/ContentCode.pdf,Digital governance policies,South-East Asia,Sectoral,Content access,Blocking/filtering
Singapore,Singapore Code Of Advertising Practice 2008,Cross-cutting,Since 2008,https://asas.org.sg/Portals/0/SCAP%202008_1.pdf,Digital governance policies,South-East Asia,Cross-cutting,Content access,Online advertising restrictions
Malaysia,The Malaysian Communications And Multimedia Content Code 2022,Internet Service Providers,Since May 2022,https://www.mcmc.gov.my/skmmgovmy/files/attachments/ContentCode.pdf,Digital governance policies,South-East Asia,Sectoral,Content access,Online advertising restrictions
Australia,Broadcasting Services (Australian Content In Advertising) Standard 2018,Online service,Since December 2018,https://www.legislation.gov.au/Details/F2018L01765,Digital governance policies,Pacific,Sectoral,Content access,Online advertising restrictions
Australia,Broadcasting Services Act 1992,Online service,"Since July 1992, last amended in October 2024",https://www.legislation.gov.au/C2004A04401,Digital governance policies,Pacific,Sectoral,Content access,Online advertising restrictions
Singapore,Guidelines On Interactive Marketing Communication And Social Media 2016,Cross-cutting,Since August 2016,https://asas.org.sg/About/Social-Media,Digital governance policies,South-East Asia,Cross-cutting,Content access,Online advertising restrictions
Australia,Broadcasting Services (Online Content Service Provider Rules) 2018,Online service,Since August 2018,https://www.legislation.gov.au/Details/F2018L01203,Digital governance policies,Pacific,Sectoral,Content access,Online advertising restrictions
Malaysia,Communications And Multimedia Act (Act 588) 1998,"Content Applications Service Provider, Applications Service Provider (ASP)","Since April 1999, last amended in 2005",https://www.vertic.org/media/National%20Legislation/Malaysia/MY_Communications_and_Multimedia_Act.pdf,Digital governance policies,South-East Asia,Sectoral,Content access,Licensing requirements
Singapore,Broadcasting Act 1994,Internet intermediaries/Online news websites,Since December 1994 amended in 2023/Since December 1994 amended in June 2020,https://sso.agc.gov.sg/Act/BA1994,Digital governance policies,South-East Asia,Sectoral,Content access,Licensing requirements
Australia,Australian Business Licence And Information Service (Ablis) To Check Relevant Licensing Requirement,Cross-cutting,Last review in November 2024,https://ablis.business.gov.au/,Digital governance policies,Pacific,Cross-cutting,Content access,Licensing requirements
Malaysia,Malaysian Communications And Multimedia Commission Licensing Guidebook 2023,"Content Applications Service Provider, Applications Service Provider (ASP)",Since April 2023,https://mcmc.gov.my/skmmgovmy/media/General/pdf2/Suruhanjaya-Komunikasi-dan-Multimedia-Malaysia_Licensing-Guidelines.pdf,Digital governance policies,South-East Asia,Sectoral,Content access,Licensing requirements
Singapore,Online News Licensing Scheme (Onls) – Computer Online Service Licence,Online news websites,Last reviewed in September 2024,https://www.imda.gov.sg/regulations-and-licensing-listing/online-news-licensing-scheme,Digital governance policies,South-East Asia,Sectoral,Content access,Licensing requirements
Singapore,Broadcasting (Class Licence) Notification 2004 And Internet Code Of Practice,Internet intermediaries,Last reviewed in September 2024,https://www.imda.gov.sg/-/media/imda/files/regulations-and-licensing/regulations/codes-of-practice/codes-of-practice-media/policiesandcontentguidelinesinternetinternecodeofpractice.pdf,Digital governance policies,South-East Asia,Sectoral,Content access,Licensing requirements
Malaysia,Information Paper On Regulatory Framework For Internet Messaging And Social Media Service Providers 2024,Internet Messaging and Social media Service Providers,Since August 2024,https://www.mcmc.gov.my/skmmgovmy/media/General/pdf2/Info-Paper-for-Regulatory-Framework.pdf,Digital governance policies,South-East Asia,Sectoral,Content access,Licensing requirements
